frame type (0: base 1: event), frame identifier, segment number, frame size, event occurred, map to cam samp. time
0,75,11,3200,-100,-100
0,76,-1,186448,5.07708,5.07708
0,76,0,12304,-100,-100
0,76,1,12304,-100,-100
0,76,2,12304,-100,-100
0,76,3,12304,-100,-100
0,76,4,12304,-100,-100
0,76,5,12304,-100,-100
0,76,6,12304,-100,-100
0,76,7,12304,-100,-100
0,76,8,12304,-100,-100
0,76,9,12304,-100,-100
0,76,10,12304,-100,-100
0,76,11,12304,-100,-100
0,76,12,12304,-100,-100
0,76,13,12304,-100,-100
0,76,14,12304,-100,-100
0,76,15,6752,-100,-100
0,77,-1,152928,5.15417,5.15417
0,77,0,12304,-100,-100
0,77,1,12304,-100,-100
0,77,2,12304,-100,-100
0,77,3,12304,-100,-100
0,77,4,12304,-100,-100
0,77,5,12304,-100,-100
0,77,6,12304,-100,-100
0,77,7,12304,-100,-100
0,77,8,12304,-100,-100
0,77,9,12304,-100,-100
0,77,10,12304,-100,-100
0,77,11,12304,-100,-100
0,77,12,9232,-100,-100
0,78,-1,124096,5.23125,5.23125
0,78,0,12304,-100,-100
0,78,1,12304,-100,-100
0,78,2,12304,-100,-100
0,78,3,12304,-100,-100
0,78,4,12304,-100,-100
0,78,5,12304,-100,-100
0,78,6,12304,-100,-100
0,78,7,12304,-100,-100
0,78,8,12304,-100,-100
0,78,9,12304,-100,-100
0,78,10,4400,-100,-100
0,79,-1,122856,5.30833,5.30833
0,79,0,12304,-100,-100
0,79,1,12304,-100,-100
0,79,2,12304,-100,-100
0,79,3,12304,-100,-100
0,79,4,12304,-100,-100
0,79,5,12304,-100,-100
0,79,6,12304,-100,-100
0,79,7,12304,-100,-100
0,79,8,12304,-100,-100
0,79,9,12304,-100,-100
0,79,10,3160,-100,-100
0,80,-1,187616,5.38542,5.38542
0,80,0,12304,-100,-100
0,80,1,12304,-100,-100
0,80,2,12304,-100,-100
0,80,3,12304,-100,-100
0,80,4,12304,-100,-100
0,80,5,12304,-100,-100
0,80,6,12304,-100,-100
0,80,7,12304,-100,-100
0,80,8,12304,-100,-100
0,80,9,12304,-100,-100
0,80,10,12304,-100,-100
0,80,11,12304,-100,-100
0,80,12,12304,-100,-100
0,80,13,12304,-100,-100
0,80,14,12304,-100,-100
0,80,15,7920,-100,-100
0,81,-1,153160,5.4625,5.4625
0,81,0,12304,-100,-100
0,81,1,12304,-100,-100
0,81,2,12304,-100,-100
0,81,3,12304,-100,-100
0,81,4,12304,-100,-100
0,81,5,12304,-100,-100
0,81,6,12304,-100,-100
0,81,7,12304,-100,-100
0,81,8,12304,-100,-100
0,81,9,12304,-100,-100
0,81,10,12304,-100,-100
0,81,11,12304,-100,-100
0,81,12,9464,-100,-100
0,82,-1,124032,5.53958,5.53958
0,82,0,12304,-100,-100
0,82,1,12304,-100,-100
0,82,2,12304,-100,-100
0,82,3,12304,-100,-100
0,82,4,12304,-100,-100
0,82,5,12304,-100,-100
0,82,6,12304,-100,-100
0,82,7,12304,-100,-100
0,82,8,12304,-100,-100
0,82,9,12304,-100,-100
0,82,10,4336,-100,-100
0,83,-1,134784,5.61667,5.61667
0,83,0,12304,-100,-100
0,83,1,12304,-100,-100
0,83,2,12304,-100,-100
0,83,3,12304,-100,-100
0,83,4,12304,-100,-100
0,83,5,12304,-100,-100
0,83,6,12304,-100,-100
0,83,7,12304,-100,-100
0,83,8,12304,-100,-100
0,83,9,12304,-100,-100
0,83,10,12304,-100,-100
0,83,11,3088,-100,-100
1,85,-1,122984,5.723154899,5.725
1,85,0,12304,-100,-100
1,85,1,12304,-100,-100
1,85,2,12304,-100,-100
1,85,3,12304,-100,-100
1,85,4,12304,-100,-100
1,85,5,12304,-100,-100
1,85,6,12304,-100,-100
1,85,7,12304,-100,-100
1,85,8,12304,-100,-100
1,85,9,12304,-100,-100
1,85,10,3288,-100,-100
1,87,-1,152480,5.878408877,5.87917
1,87,0,12304,-100,-100
1,87,1,12304,-100,-100
1,87,2,12304,-100,-100
1,87,3,12304,-100,-100
1,87,4,12304,-100,-100
1,87,5,12304,-100,-100
1,87,6,12304,-100,-100
1,87,7,12304,-100,-100
1,87,8,12304,-100,-100
1,87,9,12304,-100,-100
1,87,10,12304,-100,-100
1,87,11,12304,-100,-100
1,87,12,8784,-100,-100
0,88,-1,127984,5.95625,5.95625
0,88,0,12304,-100,-100
0,88,1,12304,-100,-100
0,88,2,12304,-100,-100
0,88,3,12304,-100,-100
0,88,4,12304,-100,-100
0,88,5,12304,-100,-100
0,88,6,12304,-100,-100
0,88,7,12304,-100,-100
0,88,8,12304,-100,-100
0,88,9,12304,-100,-100
0,88,10,8288,-100,-100
0,89,-1,149392,6.03333,6.03333
0,89,0,12304,-100,-100
0,89,1,12304,-100,-100
0,89,2,12304,-100,-100
0,89,3,12304,-100,-100
0,89,4,12304,-100,-100
0,89,5,12304,-100,-100
0,89,6,12304,-100,-100
0,89,7,12304,-100,-100
0,89,8,12304,-100,-100
0,89,9,12304,-100,-100
0,89,10,12304,-100,-100
0,89,11,12304,-100,-100
0,89,12,5696,-100,-100
1,92,-1,187904,6.193301566,6.19375
1,92,0,12304,-100,-100
1,92,1,12304,-100,-100
1,92,2,12304,-100,-100
1,92,3,12304,-100,-100
1,92,4,12304,-100,-100
1,92,5,12304,-100,-100
1,92,6,12304,-100,-100
1,92,7,12304,-100,-100
1,92,8,12304,-100,-100
1,92,9,12304,-100,-100
1,92,10,12304,-100,-100
1,92,11,12304,-100,-100
1,92,12,12304,-100,-100
1,92,13,12304,-100,-100
1,92,14,12304,-100,-100
1,92,15,8208,-100,-100
1,95,-1,186864,6.353115925,6.35417
1,95,0,12304,-100,-100
1,95,1,12304,-100,-100
1,95,2,12304,-100,-100
1,95,3,12304,-100,-100
1,95,4,12304,-100,-100
1,95,5,12304,-100,-100
1,95,6,12304,-100,-100
1,95,7,12304,-100,-100
1,95,8,12304,-100,-100
1,95,9,12304,-100,-100
1,95,10,12304,-100,-100
1,95,11,12304,-100,-100
1,95,12,12304,-100,-100
1,95,13,12304,-100,-100
1,95,14,12304,-100,-100
1,95,15,7168,-100,-100
1,94,-1,122992,6.335706542,6.3375
1,94,0,12304,-100,-100
1,94,1,12304,-100,-100
1,94,2,12304,-100,-100
1,94,3,12304,-100,-100
1,94,4,12304,-100,-100
1,94,5,12304,-100,-100
1,94,6,12304,-100,-100
1,94,7,12304,-100,-100
1,94,8,12304,-100,-100
1,94,9,12304,-100,-100
1,94,10,3296,-100,-100
0,96,-1,152112,6.43125,6.43125
0,96,0,12304,-100,-100
0,96,1,12304,-100,-100
0,96,2,12304,-100,-100
0,96,3,12304,-100,-100
0,96,4,12304,-100,-100
0,96,5,12304,-100,-100
0,96,6,12304,-100,-100
0,96,7,12304,-100,-100
0,96,8,12304,-100,-100
0,96,9,12304,-100,-100
0,96,10,12304,-100,-100
0,96,11,12304,-100,-100
0,96,12,8416,-100,-100
1,97,-1,151960,6.50945699,6.51042
1,97,0,12304,-100,-100
1,97,1,12304,-100,-100
1,97,2,12304,-100,-100
1,97,3,12304,-100,-100
1,97,4,12304,-100,-100
1,97,5,12304,-100,-100
1,97,6,12304,-100,-100
1,97,7,12304,-100,-100
1,97,8,12304,-100,-100
1,97,9,12304,-100,-100
1,97,10,12304,-100,-100
1,97,11,12304,-100,-100
1,97,12,8264,-100,-100
0,98,-1,134632,6.5875,6.5875
0,98,0,12304,-100,-100
0,98,1,12304,-100,-100
0,98,2,12304,-100,-100
0,98,3,12304,-100,-100
0,98,4,12304,-100,-100
0,98,5,12304,-100,-100
0,98,6,12304,-100,-100
0,98,7,12304,-100,-100
0,98,8,12304,-100,-100
0,98,9,12304,-100,-100
0,98,10,12304,-100,-100
0,98,11,2936,-100,-100
1,101,-1,151720,6.735511636,6.7375
1,101,0,12304,-100,-100
1,101,1,12304,-100,-100
1,101,2,12304,-100,-100
1,101,3,12304,-100,-100
1,101,4,12304,-100,-100
1,101,5,12304,-100,-100
1,101,6,12304,-100,-100
1,101,7,12304,-100,-100
1,101,8,12304,-100,-100
1,101,9,12304,-100,-100
1,101,10,12304,-100,-100
1,101,11,12304,-100,-100
1,101,12,8024,-100,-100
1,100,-1,148392,6.681867069,6.68333
1,100,0,12304,-100,-100
1,100,1,12304,-100,-100
1,100,2,12304,-100,-100
1,100,3,12304,-100,-100
1,100,4,12304,-100,-100
1,100,5,12304,-100,-100
1,100,6,12304,-100,-100
1,100,7,12304,-100,-100
1,100,8,12304,-100,-100
1,100,9,12304,-100,-100
1,100,10,12304,-100,-100
1,100,11,12304,-100,-100
1,100,12,4696,-100,-100
0,102,-1,124616,6.81458,6.81458
0,102,0,12304,-100,-100
0,102,1,12304,-100,-100
0,102,2,12304,-100,-100
0,102,3,12304,-100,-100
0,102,4,12304,-100,-100
0,102,5,12304,-100,-100
0,102,6,12304,-100,-100
0,102,7,12304,-100,-100
0,102,8,12304,-100,-100
0,102,9,12304,-100,-100
0,102,10,4920,-100,-100
1,103,-1,134696,6.890598261,6.89167
1,103,0,12304,-100,-100
1,103,1,12304,-100,-100
1,103,2,12304,-100,-100
1,103,3,12304,-100,-100
1,103,4,12304,-100,-100
1,103,5,12304,-100,-100
1,103,6,12304,-100,-100
1,103,7,12304,-100,-100
1,103,8,12304,-100,-100
1,103,9,12304,-100,-100
1,103,10,12304,-100,-100
1,103,11,3000,-100,-100
1,105,-1,126280,7.037753821,7.03958
1,105,0,12304,-100,-100
1,105,1,12304,-100,-100
1,105,2,12304,-100,-100
1,105,3,12304,-100,-100
1,105,4,12304,-100,-100
1,105,5,12304,-100,-100
1,105,6,12304,-100,-100
1,105,7,12304,-100,-100
1,105,8,12304,-100,-100
1,105,9,12304,-100,-100
1,105,10,6584,-100,-100
0,106,-1,155584,7.11667,7.11667
0,106,0,12304,-100,-100
0,106,1,12304,-100,-100
0,106,2,12304,-100,-100
0,106,3,12304,-100,-100
0,106,4,12304,-100,-100
0,106,5,12304,-100,-100
0,106,6,12304,-100,-100
0,106,7,12304,-100,-100
0,106,8,12304,-100,-100
0,106,9,12304,-100,-100
0,106,10,12304,-100,-100
0,106,11,12304,-100,-100
0,106,12,11888,-100,-100
1,108,-1,156632,7.261028051,7.2625
1,108,0,12304,-100,-100
1,108,1,12304,-100,-100
1,108,2,12304,-100,-100
1,108,3,12304,-100,-100
1,108,4,12304,-100,-100
1,108,5,12304,-100,-100
1,108,6,12304,-100,-100
1,108,7,12304,-100,-100
1,108,8,12304,-100,-100
1,108,9,12304,-100,-100
1,108,10,12304,-100,-100
1,108,11,12304,-100,-100
1,108,12,12304,-100,-100
1,108,13,936,-100,-100
0,109,-1,121752,7.33958,7.33958
0,109,0,12304,-100,-100
0,109,1,12304,-100,-100
0,109,2,12304,-100,-100
0,109,3,12304,-100,-100
0,109,4,12304,-100,-100
0,109,5,12304,-100,-100
0,109,6,12304,-100,-100
0,109,7,12304,-100,-100
0,109,8,12304,-100,-100
0,109,9,12304,-100,-100
0,109,10,2056,-100,-100
1,111,-1,132992,7.431114179,7.43125
1,111,0,12304,-100,-100
1,111,1,12304,-100,-100
1,111,2,12304,-100,-100
1,111,3,12304,-100,-100
1,111,4,12304,-100,-100
1,111,5,12304,-100,-100
1,111,6,12304,-100,-100
1,111,7,12304,-100,-100
1,111,8,12304,-100,-100
1,111,9,12304,-100,-100
1,111,10,12304,-100,-100
1,111,11,1296,-100,-100
0,112,-1,185320,7.50833,7.50833
0,112,0,12304,-100,-100
0,112,1,12304,-100,-100
0,112,2,12304,-100,-100
0,112,3,12304,-100,-100
0,112,4,12304,-100,-100
0,112,5,12304,-100,-100
0,112,6,12304,-100,-100
0,112,7,12304,-100,-100
0,112,8,12304,-100,-100
0,112,9,12304,-100,-100
0,112,10,12304,-100,-100
0,112,11,12304,-100,-100
0,112,12,12304,-100,-100
0,112,13,12304,-100,-100
0,112,14,12304,-100,-100
0,112,15,5624,-100,-100
0,113,-1,147792,7.58542,7.58542
0,113,0,12304,-100,-100
0,113,1,12304,-100,-100
0,113,2,12304,-100,-100
0,113,3,12304,-100,-100
0,113,4,12304,-100,-100
0,113,5,12304,-100,-100
0,113,6,12304,-100,-100
0,113,7,12304,-100,-100
0,113,8,12304,-100,-100
0,113,9,12304,-100,-100
0,113,10,12304,-100,-100
0,113,11,12304,-100,-100
0,113,12,4096,-100,-100
1,115,-1,186424,7.714815794,7.71667
1,115,0,12304,-100,-100
1,115,1,12304,-100,-100
1,115,2,12304,-100,-100
1,115,3,12304,-100,-100
1,115,4,12304,-100,-100
1,115,5,12304,-100,-100
1,115,6,12304,-100,-100
1,115,7,12304,-100,-100
1,115,8,12304,-100,-100
1,115,9,12304,-100,-100
1,115,10,12304,-100,-100
1,115,11,12304,-100,-100
1,115,12,12304,-100,-100
1,115,13,12304,-100,-100
1,115,14,12304,-100,-100
1,115,15,6728,-100,-100
0,116,-1,150576,7.79375,7.79375
0,116,0,12304,-100,-100
0,116,1,12304,-100,-100
0,116,2,12304,-100,-100
0,116,3,12304,-100,-100
0,116,4,12304,-100,-100
0,116,5,12304,-100,-100
0,116,6,12304,-100,-100
0,116,7,12304,-100,-100
0,116,8,12304,-100,-100
0,116,9,12304,-100,-100
0,116,10,12304,-100,-100
0,116,11,12304,-100,-100
0,116,12,6880,-100,-100
0,117,-1,148912,7.87083,7.87083
0,117,0,12304,-100,-100
0,117,1,12304,-100,-100
0,117,2,12304,-100,-100
0,117,3,12304,-100,-100
0,117,4,12304,-100,-100
0,117,5,12304,-100,-100
0,117,6,12304,-100,-100
0,117,7,12304,-100,-100
0,117,8,12304,-100,-100
0,117,9,12304,-100,-100
0,117,10,12304,-100,-100
0,117,11,12304,-100,-100
0,117,12,5216,-100,-100
0,118,-1,149368,7.94792,7.94792
0,118,0,12304,-100,-100
0,118,1,12304,-100,-100
0,118,2,12304,-100,-100
0,118,3,12304,-100,-100
0,118,4,12304,-100,-100
0,118,5,12304,-100,-100
0,118,6,12304,-100,-100
0,118,7,12304,-100,-100
0,118,8,12304,-100,-100
0,118,9,12304,-100,-100
0,118,10,12304,-100,-100
0,118,11,12304,-100,-100
0,118,12,5672,-100,-100
0,119,-1,132256,8.025,8.025
0,119,0,12304,-100,-100
0,119,1,12304,-100,-100
0,119,2,12304,-100,-100
0,119,3,12304,-100,-100
0,119,4,12304,-100,-100
0,119,5,12304,-100,-100
0,119,6,12304,-100,-100
0,119,7,12304,-100,-100
0,119,8,12304,-100,-100
0,119,9,12304,-100,-100
0,119,10,12304,-100,-100
0,119,11,560,-100,-100
0,120,-1,149208,8.10208,8.10208
0,120,0,12304,-100,-100
0,120,1,12304,-100,-100
0,120,2,12304,-100,-100
0,120,3,12304,-100,-100
0,120,4,12304,-100,-100
0,120,5,12304,-100,-100
0,120,6,12304,-100,-100
0,120,7,12304,-100,-100
0,120,8,12304,-100,-100
0,120,9,12304,-100,-100
0,120,10,12304,-100,-100
0,120,11,12304,-100,-100
0,120,12,5512,-100,-100
1,123,-1,149888,8.278849991,8.27917
1,123,0,12304,-100,-100
1,123,1,12304,-100,-100
1,123,2,12304,-100,-100
1,123,3,12304,-100,-100
1,123,4,12304,-100,-100
1,123,5,12304,-100,-100
1,123,6,12304,-100,-100
1,123,7,12304,-100,-100
1,123,8,12304,-100,-100
1,123,9,12304,-100,-100
1,123,10,12304,-100,-100
1,123,11,12304,-100,-100
1,123,12,6192,-100,-100
1,122,-1,149480,8.251639336,8.25208
1,122,0,12304,-100,-100
1,122,1,12304,-100,-100
1,122,2,12304,-100,-100
1,122,3,12304,-100,-100
1,122,4,12304,-100,-100
1,122,5,12304,-100,-100
1,122,6,12304,-100,-100
1,122,7,12304,-100,-100
1,122,8,12304,-100,-100
1,122,9,12304,-100,-100
1,122,10,12304,-100,-100
1,122,11,12304,-100,-100
1,122,12,5784,-100,-100
1,125,-1,139416,8.414578169,8.41458
1,125,0,12304,-100,-100
1,125,1,12304,-100,-100
1,125,2,12304,-100,-100
1,125,3,12304,-100,-100
1,125,4,12304,-100,-100
1,125,5,12304,-100,-100
1,125,6,12304,-100,-100
1,125,7,12304,-100,-100
1,125,8,12304,-100,-100
1,125,9,12304,-100,-100
1,125,10,12304,-100,-100
1,125,11,7720,-100,-100
0,126,-1,152672,8.49167,8.49167
0,126,0,12304,-100,-100
0,126,1,12304,-100,-100
0,126,2,12304,-100,-100
0,126,3,12304,-100,-100
0,126,4,12304,-100,-100
0,126,5,12304,-100,-100
0,126,6,12304,-100,-100
0,126,7,12304,-100,-100
0,126,8,12304,-100,-100
0,126,9,12304,-100,-100
0,126,10,12304,-100,-100
0,126,11,12304,-100,-100
0,126,12,8976,-100,-100
0,127,-1,132920,8.56875,8.56875
0,127,0,12304,-100,-100
0,127,1,12304,-100,-100
0,127,2,12304,-100,-100
0,127,3,12304,-100,-100
0,127,4,12304,-100,-100
0,127,5,12304,-100,-100
0,127,6,12304,-100,-100
0,127,7,12304,-100,-100
0,127,8,12304,-100,-100
0,127,9,12304,-100,-100
0,127,10,12304,-100,-100
0,127,11,1224,-100,-100
0,128,-1,152776,8.64583,8.64583
0,128,0,12304,-100,-100
0,128,1,12304,-100,-100
0,128,2,12304,-100,-100
0,128,3,12304,-100,-100
0,128,4,12304,-100,-100
0,128,5,12304,-100,-100
0,128,6,12304,-100,-100
0,128,7,12304,-100,-100
0,128,8,12304,-100,-100
0,128,9,12304,-100,-100
0,128,10,12304,-100,-100
0,128,11,12304,-100,-100
0,128,12,9080,-100,-100
1,130,-1,154480,8.764943525,8.76667
1,130,0,12304,-100,-100
1,130,1,12304,-100,-100
1,130,2,12304,-100,-100
1,130,3,12304,-100,-100
1,130,4,12304,-100,-100
1,130,5,12304,-100,-100
1,130,6,12304,-100,-100
1,130,7,12304,-100,-100
1,130,8,12304,-100,-100
1,130,9,12304,-100,-100
1,130,10,12304,-100,-100
1,130,11,12304,-100,-100
1,130,12,10784,-100,-100
0,131,-1,121672,8.84375,8.84375
0,131,0,12304,-100,-100
0,131,1,12304,-100,-100
0,131,2,12304,-100,-100
0,131,3,12304,-100,-100
0,131,4,12304,-100,-100
0,131,5,12304,-100,-100
0,131,6,12304,-100,-100
0,131,7,12304,-100,-100
0,131,8,12304,-100,-100
0,131,9,12304,-100,-100
0,131,10,1976,-100,-100
1,132,-1,186144,8.919518392,8.92083
1,132,0,12304,-100,-100
1,132,1,12304,-100,-100
1,132,2,12304,-100,-100
1,132,3,12304,-100,-100
1,132,4,12304,-100,-100
1,132,5,12304,-100,-100
1,132,6,12304,-100,-100
1,132,7,12304,-100,-100
1,132,8,12304,-100,-100
1,132,9,12304,-100,-100
1,132,10,12304,-100,-100
1,132,11,12304,-100,-100
1,132,12,12304,-100,-100
1,132,13,12304,-100,-100
1,132,14,12304,-100,-100
1,132,15,6448,-100,-100
1,135,-1,161752,9.087605948,9.08958
1,135,0,12304,-100,-100
1,135,1,12304,-100,-100
1,135,2,12304,-100,-100
1,135,3,12304,-100,-100
1,135,4,12304,-100,-100
1,135,5,12304,-100,-100
1,135,6,12304,-100,-100
1,135,7,12304,-100,-100
1,135,8,12304,-100,-100
1,135,9,12304,-100,-100
1,135,10,12304,-100,-100
1,135,11,12304,-100,-100
1,135,12,12304,-100,-100
1,135,13,6056,-100,-100
1,137,-1,157648,9.23690826,9.2375
1,137,0,12304,-100,-100
1,137,1,12304,-100,-100
1,137,2,12304,-100,-100
1,137,3,12304,-100,-100
1,137,4,12304,-100,-100
1,137,5,12304,-100,-100
1,137,6,12304,-100,-100
1,137,7,12304,-100,-100
1,137,8,12304,-100,-100
1,137,9,12304,-100,-100
1,137,10,12304,-100,-100
1,137,11,12304,-100,-100
1,137,12,12304,-100,-100
1,137,13,1952,-100,-100
1,139,-1,134864,9.391082175,9.39167
1,139,0,12304,-100,-100
1,139,1,12304,-100,-100
1,139,2,12304,-100,-100
1,139,3,12304,-100,-100
1,139,4,12304,-100,-100
1,139,5,12304,-100,-100
1,139,6,12304,-100,-100
1,139,7,12304,-100,-100
1,139,8,12304,-100,-100
1,139,9,12304,-100,-100
1,139,10,12304,-100,-100
1,139,11,3168,-100,-100
1,141,-1,150752,9.531281592,9.53333
1,141,0,12304,-100,-100
1,141,1,12304,-100,-100
1,141,2,12304,-100,-100
1,141,3,12304,-100,-100
1,141,4,12304,-100,-100
1,141,5,12304,-100,-100
1,141,6,12304,-100,-100
1,141,7,12304,-100,-100
1,141,8,12304,-100,-100
1,141,9,12304,-100,-100
1,141,10,12304,-100,-100
1,141,11,12304,-100,-100
1,141,12,7056,-100,-100
0,142,-1,128432,9.61042,9.61042
0,142,0,12304,-100,-100
0,142,1,12304,-100,-100
0,142,2,12304,-100,-100
0,142,3,12304,-100,-100
0,142,4,12304,-100,-100
0,142,5,12304,-100,-100
0,142,6,12304,-100,-100
0,142,7,12304,-100,-100
0,142,8,12304,-100,-100
0,142,9,12304,-100,-100
0,142,10,8736,-100,-100
1,143,-1,187704,9.688750534,9.68958
1,143,0,12304,-100,-100
1,143,1,12304,-100,-100
1,143,2,12304,-100,-100
1,143,3,12304,-100,-100
1,143,4,12304,-100,-100
1,143,5,12304,-100,-100
1,143,6,12304,-100,-100
1,143,7,12304,-100,-100
1,143,8,12304,-100,-100
1,143,9,12304,-100,-100
1,143,10,12304,-100,-100
1,143,11,12304,-100,-100
1,143,12,12304,-100,-100
1,143,13,12304,-100,-100
1,143,14,12304,-100,-100
1,143,15,8008,-100,-100
1,145,-1,154368,9.843421393,9.84375
1,145,0,12304,-100,-100
1,145,1,12304,-100,-100
1,145,2,12304,-100,-100
1,145,3,12304,-100,-100
1,145,4,12304,-100,-100
1,145,5,12304,-100,-100
1,145,6,12304,-100,-100
1,145,7,12304,-100,-100
1,145,8,12304,-100,-100
1,145,9,12304,-100,-100
1,145,10,12304,-100,-100
1,145,11,12304,-100,-100
1,145,12,10672,-100,-100
0,146,-1,154208,9.92083,9.92083
0,146,0,12304,-100,-100
0,146,1,12304,-100,-100
0,146,2,12304,-100,-100
0,146,3,12304,-100,-100
0,146,4,12304,-100,-100
0,146,5,12304,-100,-100
0,146,6,12304,-100,-100
0,146,7,12304,-100,-100
0,146,8,12304,-100,-100
0,146,9,12304,-100,-100
0,146,10,12304,-100,-100
0,146,11,12304,-100,-100
0,146,12,10512,-100,-100
1,148,-1,154088,10.05287767,10.0542
1,148,0,12304,-100,-100
1,148,1,12304,-100,-100
1,148,2,12304,-100,-100
1,148,3,12304,-100,-100
1,148,4,12304,-100,-100
1,148,5,12304,-100,-100
1,148,6,12304,-100,-100
1,148,7,12304,-100,-100
1,148,8,12304,-100,-100
1,148,9,12304,-100,-100
1,148,10,12304,-100,-100
1,148,11,12304,-100,-100
1,148,12,10392,-100,-100
1,150,-1,155072,10.17763137,10.1792
1,150,0,12304,-100,-100
1,150,1,12304,-100,-100
1,150,2,12304,-100,-100
1,150,3,12304,-100,-100
1,150,4,12304,-100,-100
1,150,5,12304,-100,-100
1,150,6,12304,-100,-100
1,150,7,12304,-100,-100
1,150,8,12304,-100,-100
1,150,9,12304,-100,-100
1,150,10,12304,-100,-100
1,150,11,12304,-100,-100
1,150,12,11376,-100,-100
0,151,-1,127176,10.2562,10.2562
0,151,0,12304,-100,-100
0,151,1,12304,-100,-100
0,151,2,12304,-100,-100
0,151,3,12304,-100,-100
0,151,4,12304,-100,-100
0,151,5,12304,-100,-100
0,151,6,12304,-100,-100
0,151,7,12304,-100,-100
0,151,8,12304,-100,-100
0,151,9,12304,-100,-100
0,151,10,7480,-100,-100
1,153,-1,135184,10.36603588,10.3667
1,153,0,12304,-100,-100
1,153,1,12304,-100,-100
1,153,2,12304,-100,-100
1,153,3,12304,-100,-100
1,153,4,12304,-100,-100
1,153,5,12304,-100,-100
1,153,6,12304,-100,-100
1,153,7,12304,-100,-100
1,153,8,12304,-100,-100
1,153,9,12304,-100,-100
1,153,10,12304,-100,-100
1,153,11,3488,-100,-100
